UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
MT,51,02686,Campos de Júlio,6336
CE,23,00804,Antonina do Norte,7253
SP,35,48609,São Bento do Sapucaí,10880
SP,35,14403,Dracena,46088
MA,21,05203,Igarapé Grande,11718
CE,23,03931,Choró,13340
SC,42,19002,Urussanga,21090
SC,42,10050,Macieira,1807
PA,15,06187,Rondon do Pará,50460
RS,43,02709,Butiá,21220
SC,42,12809,Balneário Piçarras,21253
SP,35,42404,Regente Feijó,19860
MG,31,36702,Juiz de Fora,559636
PB,25,15971,Sobrado,7754
SP,35,00501,Águas de Lindóia,18412
PE,26,13305,São Joaquim do Monte,21215
SP,35,01905,Amparo,70742
CE,23,02305,Bela Cruz,32243
RS,43,13300,Nova Prata,25315
PR,41,19707,Planaltina do Paraná,4290
SE,28,04102,Moita Bonita,11416
PB,25,10105,Nova Floresta,10644
RS,43,11130,Jari,3650
PR,41,27965,Turvo,13712
BA,29,16203,Itapé,10022
TO,17,09807,Ipueiras,1918
RN,24,09209,Passagem,3092
PE,26,08750,Lagoa Grande,25030
RS,43,02659,Brochier,4975
PI,22,00251,Alagoinha do Piauí,7515
MG,31,56601,Rubim,10354
PA,15,05650,Placas,29336
MS,50,05202,Ladário,22228
CE,23,09300,Nova Russas,31954
TO,17,10508,Itacajá,7434
AL,27,07909,Santa Luzia do Norte,7357
MG,31,27305,Galiléia,7047
PB,25,05501,Vista Serrana,3777
MG,31,33105,Itanhandu,15200
CE,23,11603,Redenção,27358
PE,26,08008,Jataúba,16943
PE,26,16308,Vicência,32296
SP,35,03356,Arco-Íris,1873
BA,29,01205,Anagé,19824
ES,32,00508,Apiacá,7928
PB,25,04405,Conceição,18903
PE,26,07604,Ilha de Itamaracá,25346
MG,31,28303,Guaranésia,19360
RS,43,17954,Santo Expedito do Sul,2476
ES,32,04104,Pinheiros,26863
PE,26,07000,Inajá,22374
SC,42,18103,Timbé do Sul,5379
PB,25,09800,Mulungu,9882
TO,17,08254,Fortaleza do Tabocão,2570
GO,52,20504,Serranópolis,8236
SP,35,38105,Pindorama,16501
SP,35,32801,Nova Aliança,6645
PR,41,06571,Cruzeiro do Iguaçu,4373
GO,52,15009,Nova Veneza,9249
BA,29,29206,São Francisco do Conde,39790
MA,21,03505,Colinas,40427
MG,31,72202,Wenceslau Braz,2616
BA,29,31053,Tanque Novo,17797
PE,26,10103,Palmeirina,7864
PB,25,09008,Manaíra,11094
SP,35,19709,Ibiúna,77005
PA,15,05007,Nova Timboteua,14791
SC,42,02909,Brusque,125810
RS,43,22350,União da Serra,1393
PR,41,06209,Contenda,17745
MG,31,67202,Sete Lagoas,234221
GO,52,03807,Britânia,5795
MG,31,70404,Unaí,83448
MA,21,09056,Porto Rico do Maranhão,5847
SP,35,16507,Gabriel Monteiro,2791
RS,43,11775,Maquiné,7028
TO,17,12504,Marianópolis do Tocantins,4976
PA,15,04422,Marituba,125435
GO,52,19209,Santa Cruz de Goiás,3071
PR,41,17305,Ortigueira,23308
SC,42,02099,Barra Bonita,1764
RS,43,12617,Muitos Capões,3147
SP,35,30409,Mirassolândia,4714
MG,31,48806,Pedra do Anta,3304
BA,29,11303,Gentio do Ouro,11603
MG,31,10509,Camanducaia,22007
BA,29,33174,Varzedo,9409
RS,43,05207,Cerro Largo,14024
GO,52,19506,Santa Rosa de Goiás,2673
PR,41,13809,Lupionópolis,4885
GO,52,09937,Inaciolândia,6107
MA,21,12209,Timon,166295
GO,52,05513,Cocalzinho de Goiás,19352
SP,35,20608,Indiana,4936
MA,21,01202,Bacabal,103020
GO,52,21908,Varjão,3842
MG,31,56908,Sacramento,25819
SP,35,00204,Adolfo,3616
SC,42,03154,Calmon,3389
SP,35,25102,Jardinópolis,42358
PR,41,05805,Colombo,234941
RS,43,22806,Veranópolis,24885
RS,43,14456,Pinhal,2613
MG,31,26703,Francisco Sá,26325
PA,15,08407,Xinguara,43188
SP,35,33809,Óleo,2605
RS,43,17756,Santo Antônio do Planalto,2058
PE,26,04304,Cedro,11607
PB,25,03704,Cajazeiras,61816
PB,25,13851,Santo André,2529
SC,42,05803,Garuva,17134
PB,25,12721,Pedro Régis,6067
MG,31,27503,Gonzaga,6206
MG,31,32701,Itambacuri,23612
PR,41,21406,Realeza,17068
RO,11,01005,Governador Jorge Teixeira,9933
SP,35,06409,Bilac,7761
SP,35,29609,Meridiano,3902
MG,31,57336,Santa Cruz de Minas,8489
SC,42,17006,São Ludgero,12688
CE,23,04103,Crateús,74350
RN,24,03251,Parnamirim,248623
AM,13,00409,Barcelos,27589
RN,24,04309,Governador Dix-Sept Rosado,13103
RS,43,05975,Coxilha,2880
RJ,33,01504,Cordeiro,21158
SP,35,24006,Itupeva,55596
SP,35,12704,Corumbataí,4045
AM,13,01852,Iranduba,46703
MS,50,07505,Rochedo,5300
BA,29,03235,Barro Alto,15093
RN,24,06809,Lajes Pintadas,4813
PA,15,07961,Terra Alta,11262
BA,29,17904,Jandaíra,11092
MG,31,00104,Abadia dos Dourados,7037
MG,31,67004,Serranos,2026
SC,42,16305,São João Batista,33897
MA,21,04305,Godofredo Viana,11654
PR,41,21505,Rebouças,14926
MG,31,17801,Conceição dos Ouros,11367
RN,24,11007,Rodolfo Fernandes,4546
RS,43,02451,Boqueirão do Leão,7913
RN,24,06304,Lagoa de Pedras,7529
BA,29,04050,Bonito,17006
RS,43,18622,São José dos Ausentes,3483
MA,21,02036,Bom Jesus das Selvas,33615
SP,35,15202,Estrela d'Oeste,8464
SP,35,56305,Valparaíso,25316
MG,31,15300,Cataguases,74609
TO,17,20101,São Bento do Tocantins,5164
MG,31,57500,Santa Efigênia de Minas,4604
RS,43,10413,Inhacorá,2315
TO,17,02109,Araguaína,173112
MT,51,07602,Rondonópolis,218899
MG,31,63300,São José do Divino,3945
MA,21,08801,Pirapemas,18302
PB,25,11608,Pilões,6667
CE,23,02800,Canindé,77261
RN,24,01107,Areia Branca,27176
BA,29,06501,Candeias,89271
PR,41,09302,Guaraniaçu,13817
MG,31,63904,São Pedro da União,4944
RS,43,04671,Capivari do Sul,4320
CE,23,08708,Morada Nova,61722
MG,31,13206,Carandaí,25214
MG,31,44409,Natércia,4816
BA,29,15007,Itaeté,16519
GO,52,03575,Bonópolis,4069
RS,43,13359,Nova Roma do Sul,3584
SE,28,04003,Maruim,17225
TO,17,09500,Gurupi,84628
RS,43,03608,Cambará do Sul,6687
MG,31,18809,Coração de Jesus,27014
GO,52,20207,São Miguel do Araguaia,22706
SP,35,12308,Conchas,17523
PI,22,09377,Santa Rosa do Piauí,5177
RS,43,06304,David Canabarro,4842
RO,11,01609,Theobroma,11348
RS,43,06007,Crissiumal,14233
BA,29,19157,Lapão,28166
MG,31,32800,Itambé do Mato Dentro,2224
PE,26,15003,Taquaritinga do Norte,27981
PI,22,03206,Curimatá,11158
SE,28,04706,Nossa Senhora de Lourdes,6512
MA,21,10856,São Francisco do Brejão,11633
BA,29,10305,Elísio Medrado,8448
PE,26,10301,Paranatama,11403
RS,43,17251,Santa Tereza,1780
RS,43,00661,André da Rocha,1300
PR,41,07124,Diamante do Sul,3562
RS,43,23606,Vista Alegre do Prata,1612
MS,50,02902,Cassilândia,21685
PE,26,08255,Jucati,11269
SP,35,28700,Marabá Paulista,5524
PR,41,06001,Congonhinhas,8779
SC,42,00309,Agronômica,5371
SC,42,08609,Jaborá,4006
PR,41,11506,Ivaiporã,32715
MG,31,62609,São João do Oriente,7853
MG,31,49606,Pequi,4369
GO,52,14002,Mozarlândia,14941
RS,43,06429,Dois Irmãos das Missões,2166
SP,35,43808,Rinópolis,10116
MA,21,08207,Pedreiras,38433
MG,31,09253,Bugre,4140
RN,24,03509,Espírito Santo,10714
SC,42,04103,Caxambu do Sul,3939
BA,29,07103,Carinhanha,30041
SP,35,45308,Salto de Pirapora,43990
CE,23,05100,Guaramiranga,3632
PA,15,05486,Pacajá,45596
RS,43,20909,Tapejara,21809
SP,35,20400,Ilhabela,32782
PR,41,22305,Rio Negro,33628
SP,35,25607,João Ramalho,4442
TO,17,15507,Oliveira de Fátima,1104
MG,31,26109,Formiga,68236
MG,31,52170,Ponto dos Volantes,12078
PI,22,02026,Buriti dos Montes,7909
SC,42,15307,Salete,7614
MG,31,18601,Contagem,653800
RJ,33,06206,Vassouras,35622
MG,31,22108,Divino das Laranjeiras,5084
RJ,33,04102,Porciúncula,18156
RS,43,10603,Itaqui,39049
MG,31,57252,Santa Bárbara do Leste,8144
RJ,33,00803,Cachoeiras de Macacu,56603
SP,35,28502,Mairiporã,93981
GO,52,02809,Avelinópolis,2496
BA,29,23506,Palmeiras,9191
MG,31,55603,Rio Pardo de Minas,30878
AM,13,03007,Nhamundá,20633
PA,15,05908,Porto de Moz,39246
MG,31,60702,Santos Dumont,47560
RN,24,02204,Canguaretama,33949
MG,31,30507,Ilicínea,12289
MG,31,12208,Capela Nova,4815
SP,35,24501,Jaci,6609
GO,52,12956,Matrinchã,4495
PR,41,03305,Borrazópolis,7387
PI,22,08007,Picos,76749
PR,41,18907,Pérola,11020
BA,29,30204,Sento Sé,41576
PI,22,01101,Avelino Lopes,11471
SP,35,18503,Guareí,17213
PI,22,01200,Barras,46189
SC,42,14805,Rio do Sul,68217
AL,27,01902,Chã Preta,7424
BA,29,31202,Taperoá,21282
RS,43,12674,Nicolau Vergueiro,1754
SP,35,37909,Pilar do Sul,28516
SE,28,02403,Gararu,11730
AM,13,02553,Manaquiri,29327
RR,14,00506,São João da Baliza,7629
RJ,33,02809,Mendes,18111
RS,43,12385,Monte Belo do Sul,2696
RS,43,15172,Protásio Alves,2037
CE,23,01000,Aquiraz,78438
MG,31,52204,Porteirinha,38730
GO,52,12709,Mambaí,8106
MG,31,56304,Rodeiro,7758
SC,42,07759,Iraceminha,4103
MG,31,40100,Marilac,4264
SP,35,03604,Areiópolis,11078
SP,35,25409,Jeriquara,3209
BA,29,28109,Santa Maria da Vitória,41782
SP,35,55208,Turiúba,2013
BA,29,14000,Ipirá,62697
ES,32,02801,Itapemirim,34585
RN,24,08607,Paraná,4249
PB,25,16201,Sousa,69196
BA,29,30105,Senhor do Bonfim,80769
MG,31,71303,Viçosa,77863
PI,22,04550,Guaribas,4484
PR,41,08304,Foz do Iguaçu,263915
PA,15,00305,Afuá,37778
SP,35,09452,Campina do Monte Alegre,5932
PI,22,11605,Vila Nova do Piauí,2947
AM,13,02405,Lábrea,44071
RS,43,08102,Feliz,13208
ES,32,02504,Ibiraçu,12471
CE,23,13203,Tamboril,25560
SC,42,01653,Arvoredo,2266
SP,35,08702,Caconde,19001
PE,26,02506,Brejinho,7464
SC,42,02875,Brunópolis,2589
RN,24,10603,Rafael Godeiro,3224
PR,41,28633,Doutor Ulysses,5794
PI,22,02802,Conceição do Canindé,4540
PI,22,03420,Domingos Mourão,4288
SP,35,13108,Cravinhos,34384
PB,25,03407,Cacimba de Areia,3731
BA,29,22250,Muquém de São Francisco,11571
SP,35,49003,São Francisco,2854
MA,21,01772,Bela Vista do Maranhão,11020
SC,42,13807,Praia Grande,7367
TO,17,18899,Santa Rita do Tocantins,2322
RO,11,00189,Pimenta Bueno,37786
MT,51,01258,Araputanga,16109
AM,13,01704,Humaitá,52354
RO,11,00296,Santa Luzia D'Oeste,8362
BA,29,31350,Teixeira de Freitas,159813
MG,31,42007,Mirabela,13685
TO,17,09005,Goiatins,12894
MG,31,19708,Coronel Xavier Chaves,3461
BA,29,25253,Ponto Novo,15892
RN,24,14407,Touros,33778
PI,22,08205,Pio IX,18095
SP,35,26407,Laranjal Paulista,27640
ES,32,02553,Ibitirama,9379
SP,35,12001,Colina,18311
CE,23,11504,Quixeré,21728
PB,25,05006,Cubati,7234
SP,35,36000,Parapuã,11085
AC,12,00427,Rodrigues Alves,17464
PI,22,10003,São João do Piauí,20206
PB,25,12408,Puxinanã,13638
PA,15,03077,Garrafão do Norte,25345
SC,42,15059,Rio Rufino,2487
RS,43,11502,Lavras do Sul,7820
MA,21,05963,Lagoa Grande do Maranhão,11202
BA,29,31004,Tanhaçu,21299
SP,35,31803,Monte Mor,56335
SP,35,27256,Lourdes,2260
PR,41,07108,Diamante do Norte,5425
SC,42,03204,Camboriú,76592
SE,28,06503,Santa Rosa de Lima,3926
PB,25,13984,São Francisco,3369
PI,22,06308,Miguel Leão,1231
RN,24,01651,Bodó,2332
MG,31,61502,São Geraldo,11736
BA,29,18001,Jequié,161880
PI,22,07777,Patos do Piauí,6271
BA,29,19553,Luís Eduardo Magalhães,81730
RN,24,14803,Vera Cruz,12196
BA,29,33257,Vereda,6657
RS,43,15073,Porto Vera Cruz,1704
RS,43,21832,Três Forquilhas,2910
PB,25,07804,Junco do Seridó,7111
RS,43,16402,Rosário do Sul,40750
SP,35,15707,Ferraz de Vasconcelos,186808
BA,29,31509,Teofilândia,23319
SC,42,09607,Lauro Muller,15073
RS,43,06130,Cruzaltense,2077
MG,31,59100,Santana dos Montes,3892
TO,17,22107,Xambioá,11695
MG,31,68705,Timóteo,88255
MG,31,06606,Bertópolis,4671
CE,23,04400,Fortaleza,2609716
SP,35,53807,Taquarituba,23202
PB,25,01401,Baía da Traição,8951
MG,31,27206,Funilândia,4237
RS,43,12625,Muliterno,1899
BA,29,29305,São Gonçalo dos Campos,37634
PR,41,14302,Mandirituba,25287
RS,43,14506,Pinheiro Machado,12944
SC,42,03105,Caibi,6228
RS,43,15503,Restinga Sêca,16324
MT,51,08907,Nova Maringá,7975
MT,51,07305,São José do Rio Claro,19395
MG,31,70479,Uruana de Minas,3337
PE,26,03702,Canhotinho,24799
PE,26,05707,Floresta,32152
MA,21,01970,Boa Vista do Gurupi,9164
GO,52,03500,Bom Jesus de Goiás,23632
SC,42,11504,Nova Trento,13861
RS,43,01750,Barão do Triunfo,7415
RN,24,12005,São Gonçalo do Amarante,99724
MG,31,32503,Itamarandiba,34462
MG,31,22454,Divisópolis,10382
MG,31,45059,Nova Porteirinha,7642
PB,25,01575,Barra de Santana,8245
PE,26,08909,Limoeiro,56203
MG,31,08255,Bonito de Minas,10797
SP,35,37107,Pedreira,46094
BA,29,04852,Cabaceiras do Paraguaçu,19199
MG,31,50000,Pescador,4302
RS,43,20263,Segredo,7409
SP,35,34757,Ouroeste,9733
PB,25,04355,Caturité,4810
MG,31,29608,Ibiaí,8357
PI,22,09203,Santa Filomena,6155
MG,31,60959,São Domingos das Dores,5680
MA,21,06359,Marajá do Sena,7630
RS,43,21352,Tavares,5561
MG,31,56205,Rochedo de Minas,2278
SP,35,56354,Vargem,10000
PA,15,04901,Muaná,38616
PA,15,03101,Gurupá,32049
GO,52,08707,Goiânia,1448639
BA,29,02609,Baixa Grande,21393
RJ,33,02056,Italva,14647
BA,29,23803,Paripiranga,29980
MT,51,06505,Poconé,32205
PI,22,03750,Fartura do Piauí,5210
PI,22,01150,Baixa Grande do Ribeiro,11302
GO,52,04508,Caldas Novas,83220
PI,22,06720,Nazária,8398
PR,41,15606,Matelândia,17491
RS,43,19406,São Pedro do Sul,16775
MG,31,01508,Além Paraíba,35795
RJ,33,02700,Maricá,149876
SP,35,57204,Chavantes,12486
RJ,33,02106,Itaocara,22736
PI,22,00301,Alto Longá,14040
PE,26,12307,Saloá,15761
SP,35,36703,Pederneiras,45314
PA,15,02756,Concórdia do Pará,31884
MT,51,08006,Tapurah,12632
SP,35,40903,Pradópolis,20169
AP,16,00055,Serra do Navio,5025
RS,43,10330,Imbé,20294
PI,22,08601,Prata do Piauí,3104
PE,26,15102,Terezinha,7089
PR,41,10904,Itaguajé,4629
PB,25,11103,Pedra Lavrada,8053
MG,31,18403,Conselheiro Pena,23192
PB,25,12762,Riachão do Poço,4481
RN,24,06155,Jundiá,3881
RS,43,06700,Dona Francisca,3352
MG,31,48103,Patrocínio,89333
BA,29,31103,Tanquinho,8214
PR,41,26009,São Sebastião da Amoreira,8968
SP,35,46207,Santa Cruz da Conceição,4371
PB,25,14503,São José de Piranhas,20062
MG,31,23205,Dores do Indaiá,13952
SC,42,17253,São Pedro de Alcântara,5488
GO,52,00803,Alvorada do Norte,8598
PE,26,03926,Carnaubeira da Penha,12706
CE,23,12007,Santana do Acaraú,31814
MG,31,29657,Ibiracatu,6185
SP,35,53401,Tanabi,25597
MG,31,32206,Itaguara,13253
MG,31,02407,Alvorada de Minas,3669
MG,31,19500,Coronel Murta,9405
SC,42,02404,Blumenau,343715
RS,43,10876,Jacuizinho,2656
PB,25,12309,Princesa Isabel,23247
CE,23,11306,Quixadá,85991
BA,29,33208,Vera Cruz,43162
MG,31,37601,Lagoa Santa,60787
RS,43,04655,Capão do Cipó,3419
CE,23,07205,Jati,7827
RJ,33,00456,Belford Roxo,494141
PB,25,12903,Rio Tinto,24090
RS,43,10009,Ibirubá,20300
PB,25,09107,Mari,21806
PR,41,00103,Abatiá,7795
SP,35,17109,Glicério,4787
MG,31,00906,Águas Formosas,19363
TO,17,21307,Tupiratins,2518
CE,23,06009,Iracema,14098
PR,41,09203,Guaraci,5463
RS,43,23002,Viamão,252872
PR,41,19400,Piraí do Sul,25117
BA,29,26301,Riachão do Jacuípe,34715
SP,35,29906,Miracatu,20409
RS,43,20552,Sertão Santana,6282
CE,23,03659,Catunda,10331
RS,43,12443,Morrinhos do Sul,3179
SE,28,00506,Areia Branca,18329
RS,43,10702,Itatiba do Sul,3944
PA,15,08209,Vigia,51705
SC,42,10407,Maracajá,7051
BA,29,18605,Jussiape,7239
MG,31,60900,São Brás do Suaçuí,3730
PI,22,01556,Bela Vista do Piauí,3934
MG,31,40001,Mariana,59343
PR,41,26702,Tamboara,5028
BA,29,11204,Gandu,33030
PE,26,01102,Araripina,83287
RS,43,15131,Pouso Novo,1832
RS,43,21956,Trindade do Sul,5961
SP,35,51009,São Vicente,357989
BA,29,07558,Caturama,9764
MG,31,20102,Couto de Magalhães de Minas,4428
BA,29,06808,Cansanção,36105
PB,25,09503,Montadas,5611
SC,42,19309,Videira,51499
MG,31,49705,Perdigão,10637
ES,32,00607,Aracruz,96746
MG,31,29202,Heliodora,6528
BA,29,09109,Coribe,14954
SE,28,04508,Nossa Senhora da Glória,36174
RJ,33,01108,Cantagalo,19727
MS,50,04809,Japorã,8702
SP,35,12506,Coroados,5820
MS,50,02159,Bodoquena,7859
PE,26,06101,Glória do Goitá,30324
RS,43,05009,Catuípe,9367
SP,35,10807,Casa Branca,30012
BA,29,22102,Mundo Novo,27165
MG,31,51404,Pitangui,27495
MG,31,01409,Albertina,3040
SP,35,54706,Torrinha,9890
RS,43,05959,Cotiporã,4004
PR,41,02505,Barbosa Ferraz,12393
TO,17,07405,Esperantina,10651
MG,31,33501,Itapecerica,22134
PE,26,05152,Dormentes,18510
CE,23,07908,Martinópole,10990
SC,42,09458,Lajeado Grande,1461
PR,41,01051,Anahy,2908
RN,24,14506,Umarizal,10808
MG,31,54408,Ressaquinha,4848
MG,31,68101,Tapira,4598
MG,31,27073,Fruta de Leite,5758
AC,12,00104,Brasiléia,24311
SP,35,11508,Cerquilho,45947
SC,42,10852,Mirim Doce,2399
CE,23,02206,Beberibe,52719
TO,17,13700,Monte Santo do Tocantins,2248
MT,51,06281,Novo São Joaquim,5200
MG,31,56700,Sabará,135196
BA,29,31301,Tapiramutá,17855(2)
BA,29,01353,Andorinha,15551
MG,31,03801,Arapuá,2879
MG,31,68507,Teixeiras,11815
SP,35,23008,Itapura,4760
MG,31,65701,Senador Firmino,7747
RN,24,05900,João Dias,2693
MA,21,09452,Raposa,30304
BA,29,30808,Souto Soares,17419
RS,43,23754,Vitória das Missões,3442
AP,16,00303,Macapá,465495
BA,29,25956,Rafael Jambeiro,23525
MG,31,08008,Bom Sucesso,17883
BA,29,33158,Várzea Nova,13500
CE,23,08005,Massapê,37892
MG,31,35076,Jampruca,5389
PA,15,07508,São João do Araguaia,13569
MG,31,23601,Elói Mendes,27505
RR,14,00100,Boa Vista,326419
SC,42,15604,Santa Rosa de Lima,2133
SP,35,01806,Américo de Campos,5955
MG,31,40530,Martins Soares,8073
SP,35,04305,Avaí,5306
SC,42,11603,Nova Veneza,14654
MG,31,14402,Carmo do Rio Claro,21400
RO,11,00130,Machadinho D'Oeste,37899
PR,41,03701,Cambé,104592
PR,41,11001,Itambaracá,6835
PR,41,17008,Nova Fátima,8357
MG,31,32107,Itacarambi,18414
GO,52,20280,São Patrício,2066
PI,22,03859,Floresta do Piauí,2517
MA,21,10302,Santo Antônio dos Lopes,14237
SP,35,41653,Quadra,3634
PR,41,12108,Jandaia do Sul,21273
CE,23,10704,Pentecoste,36928
PR,41,24707,São Jerônimo da Serra,11535
GO,52,06602,Cumari,2983
GO,52,16403,Paraúna,11210
MG,31,34608,Jaboticatubas,19305
MT,51,05507,Vila Bela da Santíssima Trindade,15406
BA,29,02708,Barra,54563
SP,35,32504,Neves Paulista,9003
PE,26,07307,Ipubi,30091
TO,17,18865,Santa Fé do Araguaia,7318
PI,22,01051,Assunção do Piauí,7703
PB,25,01302,Aroeiras,19178
MG,31,07109,Boa Esperança,40412
RN,24,13607,Severiano Melo,3517
RS,43,02584,Bozano,2233
PA,15,06559,Santa Luzia do Pará,19348
MG,31,17504,Conceição do Mato Dentro,18160
RS,43,03558,Camargo,2726
PR,41,20309,Porto Vitória,4146
SC,42,08955,Jardinópolis,1649
RN,24,05603,Jardim de Piranhas,14734
MA,21,10658,São Domingos do Azeitão,7259
RS,43,00877,Araricá,5349
MT,51,06653,Pontal do Araguaia,6259
MG,31,59605,Santa Rita do Sapucaí,41886
MG,31,38401,Leopoldina,53252
SP,35,49300,São João do Pau d'Alho,2136
PI,22,02075,Cajazeiras do Piauí,3485
SE,28,05505,Poço Verde,23580
SP,35,40853,Pracinha,3659
PR,41,13601,Lobato,4721
MA,21,11904,Sucupira do Norte,10425
SP,35,16705,Garça,44557
BA,29,17805,Jaguaripe,18849
AM,13,00086,Anamã,12653
SC,42,08807,Jaguaruna,19254
SE,28,04904,Pacatuba,14293
PR,41,24400,Santo Antônio do Sudoeste,20059
PR,41,02802,Bela Vista do Paraíso,15634
AL,27,00300,Arapiraca,232671
RJ,33,02502,Magé,236319
BA,29,07905,Cipó,17673
MS,50,02951,Chapadão do Sul,23284
CE,23,08377,Miraíma,13507
AL,27,05002,Mata Grande,25589
PR,41,04303,Campo Mourão,93547
MT,51,07768,Santa Rita do Trivelato,3135
SP,35,47809,Santo André,712749
RS,43,11122,Jaquirana,4110
CE,23,01307,Araripe,21345
CE,23,12106,Santana do Cariri,17479
MG,31,39904,Maria da Fé,14502
AL,27,06604,Paulo Jacinto,7680
RS,43,02600,Braga,3667
PI,22,04659,Ilha Grande,9242
PR,41,23402,Santa Fé,11562
SP,35,32306,Natividade da Serra,6770
MG,31,49804,Perdizes,15785
MG,31,71709,Virgínia,8868
MG,31,69604,Tupaciguara,25452
RN,24,10009,Pilões,3799
SP,35,32900,Nova Europa,10599
MG,31,08206,Bonfinópolis de Minas,5797
CE,23,11801,Russas,75762
BA,29,23357,Ourolândia,17954
MS,50,07703,Sete Quedas,10811
RJ,33,03401,Nova Friburgo,185102
RN,24,03202,Doutor Severiano,7187
PR,41,12751,Jesuítas,8912
SC,42,01307,Araquari,33867
RS,43,21451,Teutônia,30518
BA,29,28802,Santo Estêvão,53473
PR,41,23501,Santa Helena,25665
AL,27,08006,Santana do Ipanema,48033
RN,24,14605,Upanema,14448
SC,42,14201,Quilombo,10096
PE,26,11408,Primavera,14657
AM,13,04062,Tabatinga,62346
GO,52,21403,Trindade,119385
PR,41,02109,Astorga,26087
RS,43,05405,Chiapetta,4043
MS,50,03207,Corumbá,109294
RO,11,00148,Nova Brasilândia D'Oeste,21670
SC,42,05159,Doutor Pedrinho,3990
MA,21,05500,João Lisboa,23133
ES,32,04609,Santa Teresa,23882
RN,24,09803,Pedro Velho,14900
MT,51,06315,Novo Santo Antônio,2434
AL,27,07404,Porto de Pedras,8055
TO,17,01101,Aparecida do Rio Negro,4672
RS,43,19752,São Vendelino,2140
BA,29,13309,Ichu,6418
AM,13,02801,Maraã,18477
RS,43,19307,São Paulo das Missões,6313
MG,31,19807,Córrego Danta,3374
MG,31,24609,Estrela Dalva,2459
MG,31,65503,Sardoá,6142
PR,41,21000,Querência do Norte,12284
GO,52,03203,Barro Alto,10235
MG,31,64001,São Pedro dos Ferros,8231
GO,52,07600,Fazenda Nova,6125
SP,35,20301,Iguape,30519
SP,35,20707,Indiaporã,3960
RS,43,23309,Vila Flores,3373
MT,51,03452,Denise,9040
PI,22,02117,Campo Alegre do Fidalgo,4935
RO,11,01435,Nova União,7796
MG,31,29400,Ibertioga,5153
RS,43,14001,Paraí,7357
CE,23,09706,Pacatuba,81627
BA,29,21807,Mortugaba,12505
PE,26,10509,Passira,28935
RS,43,00034,Aceguá,4731
BA,29,08705,Condeúba,18229
MG,31,53707,Quartel Geral,3537
SC,42,08302,Itapema,59147
SP,35,24402,Jacareí,228214
PB,25,10006,Nazarezinho,7307
PI,22,10656,Sigefredo Pacheco,9865
SC,42,12254,Passo de Torres,8142
MG,31,06804,Bias Fortes,3648
RS,43,04002,Campo Novo,5217
MG,31,24906,Eugenópolis,11229
GO,52,05497,Cidade Ocidental,65520
SP,35,52403,Sumaré,269522
BA,29,04001,Boninal,14675
PB,25,16607,Tavares,14615
MG,31,35050,Jaíba,37516
PI,22,09658,São Francisco de Assis do Piauí,5810
RS,43,12955,Nova Boa Vista,1942
BA,29,24900,Planaltino,9529
MT,51,01704,Barra do Bugres,33334
BA,29,19504,Livramento de Nossa Senhora,46399
MG,31,41900,Minduri,3967
PB,25,14206,São José da Lagoa Tapada,7678
RS,43,08904,Getúlio Vargas,16648
GO,52,14903,Nova Roma,3453
PE,26,07752,Itapissuma,26073
PB,25,13109,Salgado de São Félix,12145
MS,50,02605,Camapuã,13712
RS,43,13003,Nova Bréscia,3337
SP,35,01202,Álvares Florence,3824
BA,29,16401,Itapetinga,76881
MT,51,02678,Campo Verde,38814
PR,41,22800,Salgado Filho,4072
MG,31,12653,Capitão Andrade,5362
PR,41,03404,Cafeara,2892
MA,21,04081,Fernando Falcão,10204
MG,31,59704,Santa Rosa da Serra,3377
GO,52,15207,Novo Brasil,3291
MT,51,07297,São José do Povo,3869
SC,42,18608,Trombudo Central,7135
TO,17,17909,Ponte Alta do Tocantins,7872
RS,43,20602,Severiano de Almeida,3879
ES,32,02009,Dores do Rio Preto,6920
MG,31,09006,Brumadinho,38373
SP,35,11607,Cesário Lange,17378
PA,15,07466,São João da Ponta,5884
RS,43,07807,Estrela,32950
RS,43,04853,Carlos Gomes,1560
TO,17,18451,Pugmil,2621
PB,25,15807,Serra Redonda,7036
BA,29,11857,Heliópolis,13739
MG,31,26505,Francisco Badaró,10553
RS,43,02253,Boa Vista do Sul,2859
SC,42,15653,Santa Rosa do Sul,8333
SP,35,24105,Ituverava,41206
PI,22,07553,Paquetá,3893
ES,32,04401,Rio Novo do Sul,12070
AL,27,01209,Cacimbinhas,10859
BA,29,12608,Ibiquera,4207
CE,23,02404,Boa Viagem,53945
GO,52,07501,Estrela do Norte,3382
MG,31,20805,Cruzília,15435
MA,21,05005,Humberto de Campos,28252
PI,22,01960,Brasileira,8177
PI,22,09757,São Gonçalo do Gurguéia,2975
RN,24,10108,Poço Branco,15280
RJ,33,04805,São Fidélis,37696
TO,17,19004,Santa Tereza do Tocantins,2794
MG,31,33808,Itaúna,92091
MG,31,19203,Coroaci,10365
MG,31,20870,Curral de Dentro,7559
MA,21,03208,Chapadinha,78348
